"","Theta","mu","beta","p","lp","N","receptor"
"1","0.717056616313018","0.0389483350035585","0.496071917785507","0.00252047402486567","0.337255065344929","20580.9674528799","CD4"
"2","0.907575682433343","0.0235936738104385","0.235318781567361","0.000394816589657868","0.21848574630983","15890.6653661173","CD8"
